date,ftc_IT-CNORTH,ftc_IT-SOUTH,ftc_IT-Sardinia,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d
2025-01-02 01:00:00,3752.0,3279.0,720.0,3.8294997,3.800059,13.189222,51.0,0.0,4.3295,3.3428922,20.452719,48.5,0.0,10.1795,3.89637,6.854987,39.5,371.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 02:00:00,3752.0,3279.0,720.0,3.1794999,3.4158542,17.89646,28.0,0.0,3.8294997,3.800059,13.189222,51.0,0.0,10.1795,3.89637,6.854987,39.5,371.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 03:00:00,3683.0,3402.0,720.0,2.6794999,4.4706817,24.24311,34.5,0.0,3.1794999,3.4158542,17.89646,28.0,0.0,11.4295,2.772954,172.11635,8.0,406.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 04:00:00,3683.0,3402.0,720.0,2.3795,5.352784,20.068382,39.5,0.0,2.6794999,4.4706817,24.24311,34.5,0.0,11.4295,2.772954,172.11635,8.0,406.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 05:00:00,3416.0,3584.0,720.0,2.3545,5.528127,16.726734,47.0,0.0,2.3795,5.352784,20.068382,39.5,0.0,12.0795,1.6689603,169.72194,10.5,368.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 06:00:00,3416.0,3584.0,720.0,2.4545,5.380946,18.94074,54.0,0.0,2.3545,5.528127,16.726734,47.0,0.0,12.0795,1.6689603,169.72194,10.5,368.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 07:00:00,3285.0,3193.0,720.0,2.4295,5.503766,18.153233,51.0,0.0,2.4545,5.380946,18.94074,54.0,0.0,12.254499,1.6963971,191.98125,6.0,274.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 08:00:00,3285.0,3193.0,720.0,2.6545,5.654826,16.627941,37.0,5.0,2.4295,5.503766,18.153233,51.0,0.0,12.254499,1.6963971,191.98125,6.0,274.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 09:00:00,3684.0,2747.0,720.0,3.9045,5.3203745,21.492662,46.0,80.0,2.6545,5.654826,16.627941,37.0,5.0,11.404499,1.6546298,225.00009,31.0,144.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 10:00:00,3684.0,2747.0,720.0,6.2795,4.62889,24.489462,49.5,199.5,3.9045,5.3203745,21.492662,46.0,80.0,11.404499,1.6546298,225.00009,31.0,144.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 11:00:00,3708.0,2807.0,720.0,9.004499,4.0030346,23.441977,18.0,323.0,6.2795,4.62889,24.489462,49.5,199.5,9.379499,1.6734436,239.52731,50.0,24.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 12:00:00,3708.0,2807.0,720.0,10.8795,2.756281,86.960144,22.5,384.0,9.004499,4.0030346,23.441977,18.0,323.0,9.379499,1.6734436,239.52731,50.0,24.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 13:00:00,3535.0,3676.0,720.0,12.029499,2.938573,117.10544,20.0,377.5,10.8795,2.756281,86.960144,22.5,384.0,8.429501,2.2104197,52.97274,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 14:00:00,3535.0,3676.0,720.0,12.904501,3.3191805,103.187675,20.5,337.5,12.029499,2.938573,117.10544,20.0,377.5,8.429501,2.2104197,52.97274,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 15:00:00,3511.0,3546.0,720.0,12.879499,4.8599997,212.47119,49.0,235.5,12.904501,3.3191805,103.187675,20.5,337.5,7.5045,2.4723802,43.30768,48.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 16:00:00,3511.0,3546.0,720.0,12.004499,5.052037,216.5827,41.5,121.5,12.879499,4.8599997,212.47119,49.0,235.5,7.5045,2.4723802,43.30768,48.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 17:00:00,3511.0,3579.0,720.0,10.4545,4.503598,227.29056,69.5,19.0,12.004499,5.052037,216.5827,41.5,121.5,6.7545,2.4893577,45.474773,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 18:00:00,3289.0,3579.0,720.0,10.1545,4.5796013,219.28311,57.0,0.0,10.4545,4.503598,227.29056,69.5,19.0,6.7545,2.4893577,45.474773,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 19:00:00,3412.0,3717.0,720.0,9.629499,5.854859,230.47327,38.0,0.0,10.1545,4.5796013,219.28311,57.0,0.0,5.9045,2.3650937,42.179794,49.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 20:00:00,3412.0,3717.0,720.0,9.404501,5.224664,225.21222,31.5,0.0,9.629499,5.854859,230.47327,38.0,0.0,5.9045,2.3650937,42.179794,49.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 21:00:00,3230.0,3342.0,720.0,8.804501,5.8000493,200.74197,47.0,0.0,9.404501,5.224664,225.21222,31.5,0.0,5.0795,2.5483184,31.973232,48.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 22:00:00,3230.0,3342.0,720.0,9.2295,7.8350973,189.99416,58.5,0.0,8.804501,5.8000493,200.74197,47.0,0.0,5.0795,2.5483184,31.973232,48.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 23:00:00,3565.0,2925.0,720.0,9.879499,9.976192,205.45306,69.5,0.0,9.2295,7.8350973,189.99416,58.5,0.0,4.7545004,2.9407842,27.066391,30.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-03 00:00:00,3565.0,2925.0,720.0,9.879499,12.040154,212.20795,77.5,0.0,9.879499,9.976192,205.45306,69.5,0.0,4.3295,3.3428922,20.452719,48.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 01:00:00,3676.0,3328.0,720.0,9.8045,10.612972,218.80759,83.5,0.0,9.879499,12.040154,212.20795,77.5,0.0,3.8294997,3.800059,13.189222,51.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 02:00:00,3676.0,3328.0,720.0,11.2795,14.262175,207.29813,73.5,0.0,9.8045,10.612972,218.80759,83.5,0.0,3.1794999,3.4158542,17.89646,28.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 03:00:00,3564.0,3399.0,720.0,11.5795,15.040216,213.20525,81.0,0.0,11.2795,14.262175,207.29813,73.5,0.0,2.6794999,4.4706817,24.24311,34.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 04:00:00,3564.0,3399.0,720.0,11.929501,15.255433,216.58795,84.0,0.0,11.5795,15.040216,213.20525,81.0,0.0,2.3795,5.352784,20.068382,39.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 05:00:00,3308.0,3387.0,720.0,11.9795,14.738947,218.70058,79.0,0.0,11.929501,15.255433,216.58795,84.0,0.0,2.3545,5.528127,16.726734,47.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 06:00:00,3308.0,3387.0,720.0,12.054501,16.104635,214.18987,89.5,0.0,11.9795,14.738947,218.70058,79.0,0.0,2.4545,5.380946,18.94074,54.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 07:00:00,3571.0,2966.0,720.0,12.129499,16.000858,214.25983,99.5,0.0,12.054501,16.104635,214.18987,89.5,0.0,2.4295,5.503766,18.153233,51.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 08:00:00,3571.0,2966.0,720.0,12.0795,15.964114,227.57535,100.0,3.5,12.129499,16.000858,214.25983,99.5,0.0,2.6545,5.654826,16.627941,37.0,5.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 09:00:00,3496.0,3120.0,720.0,12.754499,16.755922,229.4864,100.0,30.5,12.0795,15.964114,227.57535,100.0,3.5,3.9045,5.3203745,21.492662,46.0,80.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 10:00:00,3496.0,3120.0,720.0,12.804501,17.284294,229.07396,99.5,69.0,12.754499,16.755922,229.4864,100.0,30.5,6.2795,4.62889,24.489462,49.5,199.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 11:00:00,3425.0,3338.0,720.0,13.8295,17.829056,223.58221,100.0,110.5,12.804501,17.284294,229.07396,99.5,69.0,9.004499,4.0030346,23.441977,18.0,323.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 12:00:00,3425.0,3338.0,720.0,14.0795,18.78045,240.46635,100.0,144.5,13.8295,17.829056,223.58221,100.0,110.5,10.8795,2.756281,86.960144,22.5,384.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 13:00:00,3286.0,3052.0,720.0,13.7795,16.990662,251.32407,98.5,145.0,14.0795,18.78045,240.46635,100.0,144.5,12.029499,2.938573,117.10544,20.0,377.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 14:00:00,3286.0,3052.0,720.0,13.9545,17.341457,240.74294,99.5,77.0,13.7795,16.990662,251.32407,98.5,145.0,12.904501,3.3191805,103.187675,20.5,337.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 15:00:00,3049.0,3458.0,720.0,13.9045,18.285343,254.3599,99.5,73.0,13.9545,17.341457,240.74294,99.5,77.0,12.879499,4.8599997,212.47119,49.0,235.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 16:00:00,3049.0,3458.0,720.0,13.9545,16.294022,252.21555,98.0,31.5,13.9045,18.285343,254.3599,99.5,73.0,12.004499,5.052037,216.5827,41.5,121.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 17:00:00,2882.0,3608.0,720.0,13.429501,17.137339,256.60974,99.0,8.0,13.9545,16.294022,252.21555,98.0,31.5,10.4545,4.503598,227.29056,69.5,19.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 18:00:00,2882.0,3608.0,720.0,12.4545,10.071296,261.9666,99.0,0.0,13.429501,17.137339,256.60974,99.0,8.0,10.1545,4.5796013,219.28311,57.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 19:00:00,3232.0,3206.0,720.0,12.1545,10.74484,241.82156,100.0,0.0,12.4545,10.071296,261.9666,99.0,0.0,9.629499,5.854859,230.47327,38.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 20:00:00,3232.0,3206.0,720.0,11.7045,6.352929,221.99557,67.0,0.0,12.1545,10.74484,241.82156,100.0,0.0,9.404501,5.224664,225.21222,31.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 21:00:00,3242.0,3467.0,720.0,10.7795,7.133731,213.34343,63.0,0.0,11.7045,6.352929,221.99557,67.0,0.0,8.804501,5.8000493,200.74197,47.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 22:00:00,3242.0,3467.0,720.0,10.2045,5.5799994,225.0,99.5,0.0,10.7795,7.133731,213.34343,63.0,0.0,9.2295,7.8350973,189.99416,58.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 23:00:00,3604.0,2893.0,720.0,9.754499,5.14215,153.59235,99.0,0.0,10.2045,5.5799994,225.0,99.5,0.0,9.879499,9.976192,205.45306,69.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-04 00:00:00,3604.0,2893.0,720.0,9.3545,6.761198,131.00826,94.0,0.0,9.754499,5.14215,153.59235,99.0,0.0,9.879499,12.040154,212.20795,77.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 01:00:00,3703.0,3110.0,720.0,9.2295,6.1910515,301.26703,75.5,0.0,9.3545,6.761198,131.00826,94.0,0.0,9.8045,10.612972,218.80759,83.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 02:00:00,3703.0,3110.0,720.0,9.129499,5.0954065,24.657928,57.0,0.0,9.2295,6.1910515,301.26703,75.5,0.0,11.2795,14.262175,207.29813,73.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 03:00:00,3667.0,3336.0,720.0,8.2045,5.999728,31.372284,23.0,0.0,9.129499,5.0954065,24.657928,57.0,0.0,11.5795,15.040216,213.20525,81.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 04:00:00,3667.0,3336.0,720.0,7.6294994,7.8115993,29.643295,27.0,0.0,8.2045,5.999728,31.372284,23.0,0.0,11.929501,15.255433,216.58795,84.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 05:00:00,3659.0,3325.0,720.0,6.9545,8.945409,27.885876,43.0,0.0,7.6294994,7.8115993,29.643295,27.0,0.0,11.9795,14.738947,218.70058,79.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 06:00:00,3659.0,3325.0,720.0,6.7295003,9.529218,31.059858,54.5,0.0,6.9545,8.945409,27.885876,43.0,0.0,12.054501,16.104635,214.18987,89.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 07:00:00,3637.0,2453.0,720.0,6.3794994,9.317909,30.243351,48.0,0.0,6.7295003,9.529218,31.059858,54.5,0.0,12.129499,16.000858,214.25983,99.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 08:00:00,3637.0,2453.0,720.0,6.3545003,9.137086,28.243095,78.0,5.5,6.3794994,9.317909,30.243351,48.0,0.0,12.0795,15.964114,227.57535,100.0,3.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 09:00:00,3834.0,2407.0,720.0,7.3794994,9.982158,32.54197,83.0,87.0,6.3545003,9.137086,28.243095,78.0,5.5,12.754499,16.755922,229.4864,100.0,30.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 10:00:00,3834.0,2407.0,720.0,8.7295,8.639347,30.692734,79.0,209.0,7.3794994,9.982158,32.54197,83.0,87.0,12.804501,17.284294,229.07396,99.5,69.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 11:00:00,3539.0,2719.0,720.0,10.1295,9.168143,206.0129,44.5,308.5,8.7295,8.639347,30.692734,79.0,209.0,13.8295,17.829056,223.58221,100.0,110.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 12:00:00,3539.0,2719.0,720.0,11.4545,8.4251585,27.387936,50.0,365.0,10.1295,9.168143,206.0129,44.5,308.5,14.0795,18.78045,240.46635,100.0,144.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 13:00:00,3362.0,2710.0,720.0,12.254499,7.0254493,204.83093,56.5,361.0,11.4545,8.4251585,27.387936,50.0,365.0,13.7795,16.990662,251.32407,98.5,145.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 14:00:00,3362.0,2710.0,720.0,12.8545,6.468213,206.21739,10.5,352.0,12.254499,7.0254493,204.83093,56.5,361.0,13.9545,17.341457,240.74294,99.5,77.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 15:00:00,3342.0,3361.0,720.0,12.879499,5.3706074,205.09729,8.0,257.0,12.8545,6.468213,206.21739,10.5,352.0,13.9045,18.285343,254.3599,99.5,73.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 16:00:00,3342.0,3361.0,720.0,12.2045,4.072935,44.999897,18.0,143.0,12.879499,5.3706074,205.09729,8.0,257.0,13.9545,16.294022,252.21555,98.0,31.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 17:00:00,2775.0,2814.0,720.0,10.529501,4.657921,65.76584,48.0,27.0,12.2045,4.072935,44.999897,18.0,143.0,13.429501,17.137339,256.60974,99.0,8.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 18:00:00,2775.0,2814.0,720.0,9.554501,5.081435,40.596596,22.0,0.0,10.529501,4.657921,65.76584,48.0,27.0,12.4545,10.071296,261.9666,99.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 19:00:00,2790.0,2484.0,720.0,8.879499,5.6189356,34.6833,42.0,0.0,9.554501,5.081435,40.596596,22.0,0.0,12.1545,10.74484,241.82156,100.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 20:00:00,2790.0,2484.0,720.0,8.1045,6.2050138,33.886932,50.0,0.0,8.879499,5.6189356,34.6833,42.0,0.0,11.7045,6.352929,221.99557,67.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 21:00:00,3110.0,2452.0,720.0,7.6545,5.819659,24.46195,28.0,0.0,8.1045,6.2050138,33.886932,50.0,0.0,10.7795,7.133731,213.34343,63.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 22:00:00,3110.0,2452.0,720.0,7.1545,5.036237,24.37927,14.0,0.0,7.6545,5.819659,24.46195,28.0,0.0,10.2045,5.5799994,225.0,99.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 23:00:00,3397.0,2873.0,720.0,6.4295,4.252322,16.573444,7.5,0.0,7.1545,5.036237,24.37927,14.0,0.0,9.754499,5.14215,153.59235,99.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-05 00:00:00,3397.0,2873.0,720.0,6.0045,3.5284169,191.21956,5.0,0.0,6.4295,4.252322,16.573444,7.5,0.0,9.3545,6.761198,131.00826,94.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 01:00:00,3395.0,2709.0,720.0,5.3795004,3.8095393,40.36363,4.0,0.0,6.0045,3.5284169,191.21956,5.0,0.0,9.2295,6.1910515,301.26703,75.5,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 02:00:00,3395.0,2709.0,720.0,5.0045004,3.382577,55.141304,9.5,0.0,5.3795004,3.8095393,40.36363,4.0,0.0,9.129499,5.0954065,24.657928,57.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 03:00:00,3395.0,2928.0,720.0,4.4795,3.2766385,43.862312,44.0,0.0,5.0045004,3.382577,55.141304,9.5,0.0,8.2045,5.999728,31.372284,23.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 04:00:00,3395.0,2928.0,720.0,4.7045,4.320568,50.654907,54.0,0.0,4.4795,3.2766385,43.862312,44.0,0.0,7.6294994,7.8115993,29.643295,27.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
